微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K4K3GyGea,【#31省区市本土零新增#，#31省区市新增确诊9例均为境外输入#】3月4日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例9例，均为境外输入病例（上海6例，天津1例，湖南1例，广东1例）；无新增死亡病例；新增疑似病例2例，均为境外输入病例（均在上海）。当日新增治愈出院病例8例，解除医学观察的密切接触者840人，重症病例与前一日持平。境外输入现有确诊病例167例（其中重症病例1例），现有疑似病例2例。累计确诊病例5049例，累计治愈出院病例4882例，无死亡病例。截至3月4日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例178例（其中重症病例1例），累计治愈出院病例85138例，累计死亡病例4636例，累计报告确诊病例89952例，现有疑似病例2例。累计追踪到密切接触者980117人，尚在医学观察的密切接触者4440人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者12例（均为境外输入）；当日无转为确诊病例；当日解除医学观察4例（境外输入3例）；尚在医学观察无症状感染者255例（境外输入253例）。累计收到港澳台地区通报确诊病例12063例。其中，香港特别行政区11055例（出院10593例，死亡201例），澳门特别行政区48例（出院47例），台湾地区960例（出院928例，死亡9例）。 [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/0033ImPzly1go8qb2kwdij60j60wbn3i02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8qb2kx75j60u01ekqcs02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8qb2m0nhj60u01ekqd602.jpg",无,无,2021-03-05 08:25,微博 weibo.com,930,195,158
K4JRxzpRE,【无声的力量！#邰丽华用手语说我爱你中国#】4日，政协开幕会现场版手语国歌令人动容。邰丽华表示，每年参加两会，当国歌响起，都会在心里默念每一句歌词，规范的手语方案解决了多年来听力残疾人朋友们想“唱”国歌的愿望。 #邰丽华说手语方案实现唱国歌愿望##全国两会# 人民日报的微博视频  ,,无,无,无,2021-03-05 07:55,微博视频号,21666,1763,891
K4JNHsNsR,#全国两会#【正在直播！#首场代表通道直播#来了！】今天，#十三届全国人大四次会议召开#。上午9时，十三届全国人大四次会议开幕会举行。会议开始前将举行“代表通道”采访活动。@人民日报 正在直播↓↓转发关注！ 人民日报的微博视频  ,,无,无,无,2021-03-05 07:46,微博原生直播,4794,1643,1109
K4JHJtdEK,#全国两会#【人民日报社论：凝聚复兴伟力 奋进伟大征程】今天，#十三届全国人大四次会议召开#，近3000名全国人大代表齐聚北京，共商“十四五”发展大计，共谋改革发展新篇。“江山就是人民，人民就是江山”。实现“两个一百年”奋斗目标、实现中华民族伟大复兴的中国梦，必须坚守人民立场、坚持人民主体地位，把14亿中国人民凝聚成推动中华民族伟大复兴的磅礴力量。 http://t.cn/A6t0hHpC ,,无,无,无,2021-03-05 07:31,微博 weibo.com,1692,641,271
K4JANwJnL,【你好，#全国两会#；中国，再出发】今天，#十三届全国人大四次会议召开#，中国进入“两会时间”。回首过去一年，既有惊心动魄的风云突变，又有豪情万丈的砥砺前行，正是每一个你的努力汇聚在一起，书写出一个在艰难中向上的中国。这个春天，继续奋斗，#中国再出发#！  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1go8nyd90fuj60rs0rogsk02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8nyd8k06j60rt0ron4w02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8nyd8hgkj60rr0roth702.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8nyd8b78j60rs0rw7bu02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8nyd7kswj60rt0rwn6b02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8nyd74hgj60rr0rwn4a02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go8nydavyrj60rs0rswj502.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go8nydcf6cj60rt0rsq8002.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8nydcentj60rr0rstdl02.jpg",无,无,2021-03-05 07:14,微博 weibo.com,3947,1773,862
K4JvXlPmd,【今日，#惊蛰#】①今日16时54分，迎来二十四节气中的惊蛰；②一候桃始华，二候仓庚鸣，三候鹰化为鸠；③此时节蓓蕾初绽，嫩芽吐绿，一幅春意盎然的画卷在大地上徐徐展开；④大部分地区平均气温回到零上，但起伏不定，要注意保暖。大好春光，万物生长，一起迎接这个生机勃勃的春天！#春暖中国#  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/0033ImPzgy1go8nly4o7aj60m80xc1kx02.jpg,http://ww3.sinaimg.cn/large/0033ImPzgy1go8nlv5cnej60m80xckbi02.jpg,http://ww2.sinaimg.cn/large/0033ImPzgy1go8nlrrvp2j60m80xcdna02.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1go8nlwfi4wj60m80xc1kx02.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1go8nlvyvsbj60m80xckft02.jpg,http://ww2.sinaimg.cn/large/0033ImPzgy1go8nlt2f6vj60m80xc15g02.jpg,http://ww2.sinaimg.cn/large/0033ImPzgy1go8nm819n2j60m80xckjl02.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1go8nm30li2j60m80xc7vw02.jpg,http://ww3.sinaimg.cn/large/0033ImPzgy1go8nm6nknrj60m80xc4qp02.jpg",无,无,2021-03-05 07:02,微博 weibo.com,37047,13910,3713
K4GKmqWpC,【#你好，明天#】全国政协十三届四次会议开幕，政协委员用手语“演唱”国歌，这一幕令人动容。此处无声胜有声，滚烫的爱国情怀尽在不言中。这种朴实表达，也道出了聋哑人群体的心声，爱国不分群体，人人可为之。心存庄严，胸怀中华，爱国的姿势最美，爱国的声音最悦耳。#政协开幕会现场版手语国歌#  http://t.cn/A6tpmFJf ,,无,无,无,2021-03-04 23:59,微博视频号,5789,702,527
K4GHzjHVg,【#人民锐评#：爱国者治港，香港明天会更好】#人大将审议关于完善香港特区选举制度的议案#，消息一经发布，便受到广泛关注。对此，各界人士纷纷表示支持，认为由中央完善香港选举制度具有无可质疑的正当性、合法性，贯彻落实“爱国者治港”原则、及时补上选举制度漏洞，香港明天才会更美好。管治权掌握在谁的手中，关系到香港未来。是继续任由反中乱港分子肆意妄为，将香港推向万劫不复的深渊，还是让“爱国者治港、乱港者出局”，让香港走出政治纷争的泥潭？站在何去何从的十字路口，答案已经非常清晰。中央果断出手，堵上香港选举制度的漏洞，就是防止反中乱港分子破坏“一国两制”，让香港市民免受“黑暴”“揽炒”“港独”等荼毒祸害；就是要让真正的爱国者带领香港再出发，还香港以安宁、祥和、繁荣的未来。http://t.cn/A6tplgx6 原图 ,,http://wx1.sinaimg.cn/large/0033ImPzly1go8b6u42e0j60u014tdlt02.jpg,无,无,2021-03-04 23:52,微博 weibo.com,4055,547,494
K4GyP1Kg3,【夜读：努力让自己成为一个温暖的人】让人感受到温暖，是一种能力。世事难免会有艰难，可那些温柔的赞美、不经意的惦记、不期而遇的善意，日后回想起来都能成为心头暖流。那些温暖都会成为内心积蓄的力量，足以对抗那些黑暗迷惘的时刻。做一个温暖的人吧，温暖别人，也照亮自己。 http://t.cn/A6tp8k72 ,,无,无,无,2021-03-04 23:31,微博 weibo.com,4694,1856,938
K4GhnvsSi,【#今年全国两会9个防控细节#】2021全国两会延续了去年的防疫措施，这些细节很暖心：设立“一米线”、设立“消毒台”、单人就餐、#两会记者提问话筒每次消毒#……两会进行时，防疫不放松。期待#全国两会# 胜利召开！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/0033ImPzly1go89blvffij60q018i4bx02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go89bluhfyj60q018iaf502.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go89bltuygj60q018i7f602.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go89bltlf4j60q018idl502.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go89bls4vej60q018idkg02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go89blv2c5j60q018itee02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go89blxecij60q018i45k02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go89bm1ismj60q018iag902.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go89bm8ah7j60q018iduw02.jpg",无,无,2021-03-04 22:48,微博 weibo.com,2682,398,368
K4Gdgdi71,【张业遂：#中国脱贫标准符合自身经济社会发展水平#】十三届全国人大四次会议新闻发言人张业遂介绍，总的看，中国的脱贫标准符合自身经济社会发展水平，高于世界银行2015年确定的每人每天1.9美元的贫困标准，整体也高于联合国2030年可持续发展议程绝对贫困线，#中国不存在刻意选择低脱贫标准问题#。 http://t.cn/A6tpOnuY ,,无,无,无,2021-03-04 22:38,微博视频号,4788,264,669
K4G4g7Odt,#全国两会#【张业遂：#中国17支新冠疫苗进入临床试验#阶段】十三届全国人大四次会议新闻发布会发言人张业遂介绍：到目前为止，中国已有17支新冠疫苗进入临床试验阶段，其中4支疫苗获得国家药监局批准附条件上市，多支疫苗在境外获批开展Ⅲ期临床试验。中国政府已经或正在向60多个有需要的国家提供疫苗无偿援助。 http://t.cn/A6tpCQp9 ,,无,无,无,2021-03-04 22:15,微博视频号,3167,907,390
K4FOl8YpR,#全国两会#【正在直播：#十三届全国人大四次会议#新闻发布会】十三届全国人大四次会议3月4日21时40分举行新闻发布会，由大会发言人就大会议程和人大工作相关问题回答中外记者提问。@人民日报 正在直播↓↓关注！ 人民日报的微博视频  ,,无,无,无,2021-03-04 21:36,微博原生直播,9410,1086,491
K4FHZtMpy,【来了！#全国人大会议议程#】据新华社，十三届全国人大四次会议4日晚举行预备会议，通过了大会议程。最高国家权力机关开会，议程与你我息息相关。  原图 ,,http://wx3.sinaimg.cn/large/0033ImPzly1go86t1098yj60rs292h2a02.jpg,无,无,2021-03-04 21:21,微博 weibo.com,1577,456,324
K4FAxlWZH,#全国两会#【#代表建议让学生在校内完成家庭作业#】3月4日，全国人大代表、东北师范大学附属中学校长邵志豪表示，学校应统筹家庭作业时长。“现在教育部发布中小学要做课后服务，对小学生来讲，作业在校内就可以完成。对于初中生高中生来讲，（课后服务）时长够长的话，在校内也可以完成，回家可以自主选择一些拓展性、补充性作业。”http://t.cn/A6tptMjJ ,,无,无,无,2021-03-04 21:02,微博视频号,362319,3783,22727
K4FmOFR9p,【#8年两会上那些暖心的话#】一定要把老百姓放在心上，真正为他们办实事！2013年以来，每年两会下团组，总书记的话里总是透出对人民最深的关切！#全国两会#  人民日报的微博视频  ,,无,无,无,2021-03-04 20:28,微博视频号,35467,8059,3524
K4Fbd7oRA,【震撼！#5分钟穿越中国铁路百年#】从1909年中国人自主设计建造第一条铁路，百余年中国铁路史，由微芒点点汇聚成耀眼高光。从时速35公里到350公里，从高铁0公里到3.79万公里，“中国速度”惊艳世界，而它身后是百余年的砥砺前行。#5分钟视频看进击的中国高铁#↓↓继续加速，奔跑向前！  http://t.cn/A6tpx45M ,,无,无,无,2021-03-04 20:00,微博视频号,4052,1646,496
K4EZ4dDvP,【#人民锐评#：与乱港分子站在一起，就是与香港人民为敌】近日，戴耀廷等47人被控“串谋颠覆国家政权罪”开庭审理。本是正当执法和司法行为，然而西方一些国家却偏偏跳出来指手画脚、说三道四。美国国务卿布林肯甚至发文宣称“与香港人民站在一起”，叫嚣将犯罪嫌疑人“立即释放”。不妨看看，凡是被他们宣扬站在一起的地方，哪一个不是战火连天、生灵涂炭、动荡不安？他们与反中乱港分子沆瀣一气，无非是想搞乱香港，以此打压中国。依法惩治危害国家安全的反中乱港分子是民心所向，中央维护国家主权、安全、发展利益的决心坚定不移。那些以为抱紧美西方大腿就可以逃避责任的幼稚想法，以为聒噪施压就可以肆意干涉中国内政的拙劣表演，无疑打错了算盘。http://t.cn/A6tpI4pu 原图 ,,http://wx2.sinaimg.cn/large/0033ImPzly1go83lxkxuhj613g0u0b2902.jpg,无,无,2021-03-04 19:30,微博 weibo.com,3160,381,419
K4EHF3gYH,【#全国首例检察机关提起公诉的袭警罪案件# #男子持铁棍袭击民警被提起公诉#】3月2日，浙江杭州高某驾驶非法改装三轮车被执勤民警查获。高某遂持钢制撬棍朝民警背后袭击，造成民警受伤。3月4日，杭州下城区人民检察院以袭警罪，依法对高某提起公诉。该案系《刑法修正案（十一）》施行后，全国首例检察机关提起公诉的袭警罪案件。http://t.cn/A6tp5qcQ  http://t.cn/A6tpVoXa ,,无,无,无,2021-03-04 18:47,微博视频号,5136,225,549
K4E9Z9JxR,【观测水星的好时机来了！#今年首次水星西大距3月6日上演#】天文专家介绍，3月6日，2021年第二次水星大距，也是第一次西大距将在天宇上演。届时，如果天气晴好，我国感兴趣的公众借助望远镜在大距前后几天早晨，可尝试观测这颗太阳系中最小的行星。#2021年水星共有六次大距现象#，“东大距”和“西大距”各三次。（新华社） [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1go7zykqh51g60u00m0jyj02.gif,http://ww4.sinaimg.cn/large/0033ImPzly1go7zykp6huj60oz0f3gmx02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go7zykorcwj60p00mzaa902.jpg",无,无,2021-03-04 17:24,微博 weibo.com,1954,960,521
K4DXgvGBi,【#世界仅存北方豺群在青海出现# 是十年记录到的最大北方豺群】近日，祁连山国家公园青海片区，红外相机捕捉到一群数量达10只的豺群，这是近十年记录到的最大北方豺群。就目前信息推测，祁连山地区的豺是世界上仅存的北方豺群。目前豺全球种群规模估计在4500-10000只之间。沸点视频的微博视频  ,,无,无,无,2021-03-04 16:53,微博视频号,4573,379,481
K4DInlpPg,#全国两会#【全国政协委员：#建议加大对未备案办卡经营者处罚力度#】在家政、健身、美容美发等行业，针对“办卡”消费入坑投诉，丁佐宏委员建议：制定相关法律法规，扩大监管范围，加强事前监管；加大对未备案擅自发行预付费卡的经营者处罚力度。建议强制实行资金监管制度，建立预付费资金监管平台，实行动态管理。平台可按照消费者签到打卡次数，确定划拨金额。当出现消费者申诉时，平台将自动冻结资金。http://t.cn/A6tpU3Yh 原图 ,,http://wx1.sinaimg.cn/large/0033ImPzly1go7y09pj6xj60m80wutmf02.jpg,无,无,2021-03-04 16:16,微博 weibo.com,4969,431,506
K4DD8BEUo,【暖春三月，一起在新学期开启新征程！】学期重启，静待相逢，#你开学了吗#？#北大云上舞台#展现青春风采！来自@北京大学 的老师、青年学子、保安小哥、炊事班班长，化身实力vocal、戏曲大牛、魔术高手…追逐所想所爱，表白祖国复兴，求索人生未知，展现青春风采。戳↓一起围观！  http://t.cn/A6tpULEN ,,无,无,无,2021-03-04 16:03,微博视频号,1565,241,204
K4Dq8wEAl,【#政协开幕会现场版手语国歌#，这一幕让人感动…】3月4日下午，全国政协十三届四次会议在北京开幕。开幕会上，全国政协委员、中国残疾人艺术团团长#邰丽华现场版手语国歌#引关注。网友：无声的力量！#全国两会# 人民日报的微博视频  ,,无,无,无,2021-03-04 15:31,微博视频号,35372,3336,1440
K4D7Zgxcr,【正在直播！#全国政协十三届四次会议开幕会#来了】#全国政协十三届四次会议今天开幕#，@人民日报 正在直播↓↓#全国两会#，转发关注！ 人民日报的微博视频  ,,无,无,无,2021-03-04 14:46,微博原生直播,62236,5963,1680
K4CZq05D1,#全国两会#【#天问一号将于五月到六月着陆火星#】今天的#首场委员通道采访直播#中，航天科技集团科技委主任包为民表示，天问一号将于五月到六月择机着陆火星，此外，今年我们的空间站将进入建造阶段，加油，天问一号；加油，中国航天！ 人民日报的微博视频  ,,无,无,无,2021-03-04 14:25,微博视频号,5055,1042,464
K4CJg1tOa,【正在直播！#首场委员通道采访直播#来了】今天，全国政协十三届四次会议首场“委员通道”采访活动于下午2:05在#全国政协十三届四次会议开幕会#前举行，邀请部分全国政协委员通过网络视频方式接受媒体采访。@人民日报 正在直播↓↓#全国两会#，转发关注！ 人民日报的微博视频  ,,无,无,无,2021-03-04 13:45,微博原生直播,36616,1607,820
